City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
246,Broome,US,2022-06-12 12:29:14,42.2506,-75.833,63.19,77,0,8.05
247,Birao,CF,2022-06-12 12:29:14,10.2849,22.7882,97.9,32,83,4.52
248,Carutapera,BR,2022-06-12 12:29:14,-1.195,-46.02,83.14,71,58,6.69
249,Labytnangi,RU,2022-06-12 12:29:15,66.6572,66.4183,51.35,74,100,16.46
250,Salalah,OM,2022-06-12 12:29:15,17.0151,54.0924,89.69,79,75,17.27
251,Sinop,TR,2022-06-12 12:29:15,41.7711,34.8709,65.5,91,64,8.48
252,Dunedin,NZ,2022-06-12 12:29:16,-45.8742,170.5036,46.8,50,42,2.35
253,Gornopravdinsk,RU,2022-06-12 12:29:16,60.05,69.9,56.55,97,100,6.11
254,Ribeira Grande,PT,2022-06-12 12:29:16,38.5167,-28.7,66.6,63,40,14.97
255,Honiara,SB,2022-06-12 12:29:17,-9.4333,159.95,76.48,81,47,5.28
256,Kathu,TH,2022-06-12 12:29:17,7.9178,98.3332,85.69,99,100,9.93
257,Port Elizabeth,ZA,2022-06-12 12:29:17,-33.918,25.5701,79.32,22,0,13.8
258,Olafsvik,IS,2022-06-12 12:29:18,64.8945,-23.7142,46.47,81,98,10.74
259,Diu,IN,2022-06-12 12:25:59,20.7141,70.9822,85.24,70,88,14.2
260,Gumia,IN,2022-06-12 12:29:18,23.7833,85.8167,110.3,11,59,14.25
261,Kavieng,PG,2022-06-12 12:29:18,-2.5744,150.7967,82.29,77,50,13.31
262,Codrington,AU,2022-06-12 12:29:19,-38.2667,141.9667,52.9,80,75,10.96
263,Kotka,FI,2022-06-12 12:29:19,60.4664,26.9458,70.86,78,65,11.7
264,Inzer,RU,2022-06-12 12:29:19,54.2167,57.5556,51.03,74,100,7.34
265,Hasaki,JP,2022-06-12 12:29:20,35.7333,140.8333,63.0,87,29,9.78
266,Hilo,US,2022-06-12 12:29:20,19.7297,-155.09,72.63,94,0,3.44
267,Nome,US,2022-06-12 12:29:20,64.5011,-165.4064,39.27,65,100,6.91
268,Soria,ES,2022-06-12 12:29:21,41.6667,-2.6667,84.11,38,80,10.4
269,Marrakesh,MA,2022-06-12 12:29:21,31.6315,-8.0083,87.87,48,40,8.05
270,Bridlicna,CZ,2022-06-12 12:29:21,49.9117,17.3711,75.87,49,51,1.72
271,Hendek,TR,2022-06-12 12:29:21,40.7994,30.7481,69.85,85,74,5.68
272,Cabinda,AO,2022-06-12 12:29:22,-5.55,12.2,82.54,69,20,9.22
273,Puteyets,RU,2022-06-12 12:29:22,65.1716,57.091,60.71,26,27,16.28
274,Bastrop,US,2022-06-12 12:29:22,32.7562,-91.8724,76.82,96,72,1.01
275,Moose Factory,CA,2022-06-12 12:29:23,51.2585,-80.6094,46.4,100,100,8.05
276,Waingapu,ID,2022-06-12 12:29:23,-9.6567,120.2641,76.66,76,68,11.86
277,Yatou,CN,2022-06-12 12:29:23,37.15,122.3833,67.1,77,100,8.63
278,Ilulissat,GL,2022-06-12 12:29:24,69.2167,-51.1,35.62,80,75,16.11
279,Ketchikan,US,2022-06-12 12:29:24,55.3422,-131.6461,48.67,93,75,5.75
280,Novo Aripuana,BR,2022-06-12 12:30:25,-5.1206,-60.3797,76.64,77,100,2.55
281,Deputatskiy,RU,2022-06-12 12:30:25,69.3,139.9,53.51,49,4,10.18
282,Vila Velha,BR,2022-06-12 12:30:25,-20.3297,-40.2925,73.35,82,40,4.61
283,Madison,US,2022-06-12 12:27:12,34.7334,-86.5667,73.36,92,0,5.75
284,Torbay,CA,2022-06-12 12:30:19,47.6666,-52.7314,64.76,74,75,13.8
285,Kidal,ML,2022-06-12 12:30:26,18.4411,1.4078,98.4,22,46,5.91
286,Nicoya,CR,2022-06-12 12:30:26,10.1483,-85.452,73.58,93,100,2.86
287,Miyako,JP,2022-06-12 12:30:26,39.6367,141.9525,54.19,91,3,7.52
288,Talnakh,RU,2022-06-12 12:30:27,69.4865,88.3972,72.21,37,100,7.7
289,Ambilobe,MG,2022-06-12 12:30:27,-13.2,49.05,84.29,44,15,0.74
290,Virginia Beach,US,2022-06-12 12:30:26,36.8529,-75.978,78.03,88,100,3.44
291,Atikokan,CA,2022-06-12 12:30:27,48.7555,-91.6216,56.35,56,68,5.91
292,Jinchang,CN,2022-06-12 12:30:28,38.4953,102.1739,73.15,9,1,6.87
293,Taltal,CL,2022-06-12 12:30:28,-25.4,-70.4833,59.72,69,20,4.07
294,Vao,NC,2022-06-12 12:30:28,-22.6667,167.4833,71.78,84,100,7.27
