CityID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description,Feels like temp,Date
241,Road Town,VG,18.4167,-64.6167,81.18,78,77,17.9,broken clouds,86.43,2022-06-15 11:02:50
242,Shakawe,BW,-18.3667,21.85,80.35,20,0,4.83,clear sky,78.8,2022-06-15 11:04:50
243,Mount Gambier,AU,-37.8333,140.7667,53.51,94,75,10.36,broken clouds,52.99,2022-06-15 11:04:50
244,Bac Lieu,VN,9.285,105.7244,84.34,71,100,6.53,overcast clouds,91.56,2022-06-15 11:04:51
245,Kaspiyskiy,RU,45.3929,47.3707,80.31,43,76,17.38,broken clouds,80.4,2022-06-15 11:04:51
246,Dikson,RU,73.5069,80.5464,39.15,69,74,7.96,broken clouds,33.57,2022-06-15 11:04:51
247,Rio Gallegos,AR,-51.6226,-69.2181,30.25,80,20,14.97,few clouds,19.36,2022-06-15 11:04:51
248,Fortuna,US,40.5982,-124.1573,51.93,93,100,0.0,overcast clouds,49.15,2022-06-15 11:03:21
249,Touros,BR,-5.1989,-35.4608,81.1,60,50,13.85,scattered clouds,83.19,2022-06-15 11:04:52
250,Portland,US,45.5234,-122.6762,52.2,86,0,3.0,clear sky,49.42,2022-06-15 11:01:17
251,Chicama,PE,-7.8447,-79.1469,55.94,89,38,3.6,scattered clouds,55.42,2022-06-15 11:04:52
252,Biograd Na Moru,HR,43.9433,15.4519,84.9,39,10,9.06,clear sky,84.04,2022-06-15 11:04:53
253,Burnie,AU,-41.0667,145.9167,53.38,92,100,11.7,light rain,52.75,2022-06-15 11:04:53
254,Monrovia,LR,6.3005,-10.7969,79.83,80,100,11.81,moderate rain,79.83,2022-06-15 11:04:53
255,Banswara,IN,23.55,74.45,100.18,32,17,11.25,few clouds,103.86,2022-06-15 11:04:54
256,Point Pleasant,US,40.0832,-74.0682,70.02,81,0,4.61,clear sky,65.93,2022-06-15 11:04:54
257,Naze,JP,28.3667,129.4833,71.37,92,100,6.69,overcast clouds,72.52,2022-06-15 11:04:54
258,Maragogi,BR,-9.0122,-35.2225,76.66,82,87,1.99,overcast clouds,77.88,2022-06-15 11:04:55
259,San Carlos,VE,9.6612,-68.5827,69.78,98,95,1.14,overcast clouds,71.06,2022-06-15 11:04:55
260,Salto,UY,-31.3833,-57.9667,42.96,100,38,9.22,fog,37.63,2022-06-15 11:03:20
261,Omsukchan,RU,62.5333,155.8,48.97,78,100,4.83,overcast clouds,47.12,2022-06-15 11:04:55
262,Les Cayes,HT,18.2,-73.75,76.93,81,95,2.51,overcast clouds,78.13,2022-06-15 11:04:56
263,Zhigansk,RU,66.7697,123.3711,66.0,49,100,10.89,overcast clouds,64.6,2022-06-15 11:04:56
264,Copiapo,CL,-27.3667,-70.3333,49.69,82,100,0.34,overcast clouds,49.69,2022-06-15 11:04:56
265,San Cristobal,VE,7.7669,-72.225,69.98,98,98,4.61,overcast clouds,71.28,2022-06-15 11:04:57
266,Bakel,SN,14.905,-12.4568,91.42,45,100,15.12,overcast clouds,94.93,2022-06-15 11:04:57
267,Lasa,IT,46.6166,10.7002,76.69,42,27,0.94,scattered clouds,75.69,2022-06-15 11:04:57
268,Kaffrine,SN,14.1059,-15.5508,86.41,57,34,9.73,scattered clouds,90.79,2022-06-15 11:04:58
269,Salinopolis,BR,-0.6136,-47.3561,80.98,73,43,12.26,scattered clouds,85.1,2022-06-15 11:04:58
270,Turan,VN,16.0678,108.2208,80.58,69,75,12.66,broken clouds,83.77,2022-06-15 11:04:58
271,Padang,ID,-0.9492,100.3543,77.05,77,94,1.48,overcast clouds,78.08,2022-06-15 11:04:59
272,Paamiut,GL,61.994,-49.6678,37.94,63,18,8.01,few clouds,32.07,2022-06-15 11:04:59
273,Meulaboh,ID,4.1363,96.1285,77.94,85,100,3.15,overcast clouds,79.43,2022-06-15 11:04:59
274,Bambous Virieux,MU,-20.3428,57.7575,77.22,67,42,15.68,scattered clouds,77.79,2022-06-15 11:05:00
275,Port Blair,IN,11.6667,92.75,86.04,74,40,10.36,scattered clouds,96.96,2022-06-15 11:05:00
276,Saint-Augustin,CA,51.226,-58.6502,56.01,57,0,1.54,clear sky,54.0,2022-06-15 11:05:00
277,Leningradskiy,RU,69.3833,178.4167,32.79,95,89,15.41,overcast clouds,22.46,2022-06-15 11:05:01
278,Ambanja,MG,-13.6833,48.45,84.04,58,2,7.29,clear sky,87.06,2022-06-15 11:06:01
279,Mustasaari,FI,63.1142,21.6822,64.35,52,20,13.8,few clouds,62.92,2022-06-15 11:06:01
280,Hasaki,JP,35.7333,140.8333,66.6,89,100,7.43,overcast clouds,67.14,2022-06-15 11:06:02
281,Caravelas,BR,-17.7125,-39.2481,73.8,55,93,6.44,overcast clouds,73.45,2022-06-15 11:06:02
282,Kaohsiung,TW,22.6163,120.3133,84.15,78,75,6.91,broken clouds,93.47,2022-06-15 11:06:03
283,Arraial Do Cabo,BR,-22.9661,-42.0278,66.06,82,75,4.61,broken clouds,66.22,2022-06-15 11:06:03
284,Lata,PT,40.1629,-8.3327,95.07,25,99,3.13,overcast clouds,92.84,2022-06-15 11:06:03
285,Parksville,CA,49.3163,-124.3195,54.72,86,100,4.7,overcast clouds,49.89,2022-06-15 11:06:04
286,Korla,CN,41.7597,86.1469,102.63,3,3,13.49,clear sky,96.06,2022-06-15 11:06:04
287,Emba,KZ,48.8264,58.1442,82.22,23,1,5.17,clear sky,80.17,2022-06-15 11:06:04
288,Ahipara,NZ,-35.1667,173.1667,58.15,66,63,9.04,broken clouds,56.77,2022-06-15 11:06:05
289,Mineros,BO,-17.1167,-63.2333,52.27,80,0,5.19,clear sky,50.95,2022-06-15 11:06:05
290,Neyshabur,IR,36.2133,58.7958,98.06,9,1,7.65,clear sky,92.86,2022-06-15 11:06:05
291,Hambantota,LK,6.1241,81.1185,88.14,70,40,12.66,scattered clouds,100.6,2022-06-15 11:06:06
292,Beian,NO,63.6559,9.5683,54.0,94,75,12.66,broken clouds,53.15,2022-06-15 11:06:06
293,Ulaangom,MN,49.9811,92.0667,82.9,27,71,10.54,broken clouds,80.91,2022-06-15 11:06:06
294,Shetpe,KZ,44.1667,52.1167,88.32,23,100,11.03,overcast clouds,85.08,2022-06-15 11:06:07
295,Coihaique,CL,-45.5752,-72.0662,37.35,87,40,6.91,scattered clouds,32.0,2022-06-15 11:05:54
296,Piranhas,BR,-16.4269,-51.8222,71.92,51,0,3.24,clear sky,71.22,2022-06-15 11:06:07
297,Kapoeta,SS,4.7717,33.5903,92.34,32,83,8.59,broken clouds,91.38,2022-06-15 11:06:07
298,Walvis Bay,NA,-22.9575,14.5053,66.09,36,1,6.06,clear sky,64.09,2022-06-15 11:06:08
299,Joensuu,FI,62.6012,29.7632,57.69,94,100,5.75,light intensity shower rain,57.58,2022-06-15 11:06:08
300,Flin Flon,CA,54.7682,-101.865,51.53,97,100,9.13,overcast clouds,50.94,2022-06-15 11:06:08
301,Bilibino,RU,68.0546,166.4372,50.11,51,5,6.38,clear sky,47.21,2022-06-15 11:06:09
302,Rabaul,PG,-4.1967,152.1721,80.37,78,73,4.88,broken clouds,84.7,2022-06-15 11:06:09
303,Khartoum,SD,15.5518,32.5324,104.02,24,39,4.09,scattered clouds,105.31,2022-06-15 11:02:35
304,Mbeya,TZ,-8.9,33.45,76.89,37,9,3.69,clear sky,76.03,2022-06-15 11:06:09
305,Kavieng,PG,-2.5744,150.7967,82.27,76,23,11.18,few clouds,88.41,2022-06-15 11:06:10
306,Betanzos,ES,43.2804,-8.2147,72.25,36,54,1.72,broken clouds,70.86,2022-06-15 11:03:24
307,Talnakh,RU,69.4865,88.3972,76.21,35,74,13.06,broken clouds,75.18,2022-06-15 11:06:10
308,Tabou,CI,4.423,-7.3528,77.14,88,100,7.45,moderate rain,78.69,2022-06-15 11:06:11
309,Vallenar,CL,-28.5708,-70.7581,47.34,81,100,1.28,overcast clouds,47.34,2022-06-15 11:03:04
310,Banda Aceh,ID,5.5577,95.3222,81.0,80,98,18.03,light rain,86.41,2022-06-15 11:06:11
311,Christchurch,NZ,-43.5333,172.6333,37.6,93,75,1.14,broken clouds,37.6,2022-06-15 11:06:11
312,Brae,GB,60.3964,-1.353,52.97,88,100,10.89,overcast clouds,52.11,2022-06-15 11:06:12
313,Sangre Grande,TT,10.5835,-61.1177,76.17,96,70,7.7,broken clouds,77.94,2022-06-15 11:06:12
314,Westport,US,41.1415,-73.3579,70.18,77,0,8.05,clear sky,65.05,2022-06-15 11:01:49
315,Hofn,IS,64.2539,-15.2082,55.42,62,75,5.75,broken clouds,53.58,2022-06-15 11:06:13
316,San Jeronimo,PE,-11.9472,-75.2829,38.71,88,6,0.85,clear sky,38.71,2022-06-15 11:06:13
317,Amapa,BR,1.0,-52.0,73.56,92,49,1.1,scattered clouds,74.95,2022-06-15 11:06:13
318,Effium,NG,6.6292,8.0593,86.18,62,35,5.61,light rain,92.19,2022-06-15 11:06:13
319,Kyaukse,MM,21.6,96.1333,92.52,47,99,14.09,overcast clouds,97.97,2022-06-15 11:06:14
320,Kushima,JP,31.4583,131.2333,72.25,90,100,5.46,overcast clouds,73.4,2022-06-15 11:06:14
321,Katete,UG,-0.7818,29.7544,83.86,36,29,6.82,scattered clouds,82.58,2022-06-15 11:06:14
322,Krasnoselkup,RU,65.7,82.4667,75.33,45,100,5.28,overcast clouds,74.68,2022-06-15 11:06:15
323,Saldanha,ZA,-33.0117,17.9442,57.7,56,9,3.94,clear sky,55.81,2022-06-15 11:06:15
324,Roma,US,43.2128,-75.4557,61.95,91,0,4.61,clear sky,59.02,2022-06-15 11:06:15
325,Camalu,MX,30.85,-116.0667,67.87,93,11,1.28,few clouds,68.74,2022-06-15 11:07:16
326,Vilhena,BR,-12.7406,-60.1458,64.69,83,9,1.45,clear sky,64.76,2022-06-15 11:07:16
327,Katobu,ID,-4.9408,122.5276,74.61,95,94,6.11,light rain,76.23,2022-06-15 11:07:16
328,Yoichi,JP,43.2039,140.7703,59.13,77,100,6.49,overcast clouds,58.35,2022-06-15 11:07:17
329,Carupano,VE,10.6678,-63.2585,75.51,87,24,4.12,few clouds,76.84,2022-06-15 11:07:17
330,Boyolangu,ID,-8.1181,111.8935,77.43,90,71,3.67,broken clouds,79.11,2022-06-15 11:07:17
331,Tingi,TZ,-11.3,35.0333,74.03,54,13,2.48,few clouds,73.67,2022-06-15 11:07:18
332,Hutchinson,US,38.0608,-97.9298,77.59,67,0,16.11,clear sky,77.47,2022-06-15 11:07:09
333,High Rock,BS,26.6208,-78.2833,78.82,75,88,6.8,overcast clouds,78.82,2022-06-15 11:07:18
334,Huadian,CN,42.9633,126.7478,61.25,95,100,5.84,light rain,61.54,2022-06-15 11:07:18
335,Skovorodino,RU,53.9833,123.9167,65.68,68,90,1.59,overcast clouds,65.14,2022-06-15 11:07:19
336,Coihueco,CL,-36.6167,-71.8333,47.14,100,75,0.0,broken clouds,47.14,2022-06-15 11:07:19
337,Rovaniemi,FI,66.5,25.7167,60.21,72,40,16.11,scattered clouds,59.31,2022-06-15 11:07:19
338,Strezhevoy,RU,60.7333,77.5889,60.13,86,100,8.19,overcast clouds,59.88,2022-06-15 11:07:20
339,Quzhou,CN,28.9594,118.8686,77.07,85,79,2.3,broken clouds,78.48,2022-06-15 11:07:20
340,Maniitsoq,GL,65.4167,-52.9,36.97,58,74,3.09,broken clouds,34.83,2022-06-15 11:07:20
341,Wukari,NG,7.85,9.7833,85.57,61,54,5.68,broken clouds,90.63,2022-06-15 11:07:20
342,Kasongo-Lunda,CD,-6.4667,16.8167,92.91,27,55,2.21,broken clouds,90.68,2022-06-15 11:07:21
343,Tiksi,RU,71.6872,128.8694,38.68,77,69,12.46,broken clouds,31.01,2022-06-15 11:07:21
344,Mezen,RU,65.8522,44.24,72.39,31,92,10.38,overcast clouds,70.79,2022-06-15 11:07:22
345,Saint George,US,37.1041,-113.5841,67.95,19,0,5.99,clear sky,63.72,2022-06-15 11:07:22
346,Channel-Port Aux Basques,CA,47.5702,-59.1367,53.37,66,100,7.52,overcast clouds,51.51,2022-06-15 11:07:22
347,Talcahuano,CL,-36.7167,-73.1167,49.68,100,100,3.44,overcast clouds,48.92,2022-06-15 11:07:23
348,Ukiah,US,39.1502,-123.2078,62.65,84,0,0.0,clear sky,50.27,2022-06-15 11:05:02
349,Norsup,VU,-16.0667,167.3833,79.45,82,44,12.48,scattered clouds,79.45,2022-06-15 11:07:23
350,Burns Lake,CA,54.2331,-125.7533,40.32,93,1,3.65,clear sky,38.03,2022-06-15 11:07:23
351,Muli,MV,2.9167,73.5667,83.93,71,40,12.57,scattered clouds,90.64,2022-06-15 11:07:23
352,Muroran,JP,42.3172,140.9881,55.45,96,100,15.97,overcast clouds,55.22,2022-06-15 11:07:24
353,Labuhan,ID,-6.8844,112.2051,81.36,83,76,10.02,broken clouds,87.91,2022-06-15 11:07:24
354,Kalmunai,LK,7.4167,81.8167,85.19,70,100,15.9,light rain,93.15,2022-06-15 11:07:24
355,Sandpoint,US,48.2766,-116.5533,49.44,94,100,3.44,overcast clouds,46.33,2022-06-15 11:05:34
356,Barkot,IN,30.8167,78.2,89.56,33,14,10.56,few clouds,88.09,2022-06-15 11:07:25
357,Pitkyaranta,RU,61.5734,31.4792,54.81,76,73,5.91,broken clouds,53.56,2022-06-15 11:07:25
358,Mildura,AU,-34.2,142.15,55.08,92,72,11.74,broken clouds,54.61,2022-06-15 11:07:25
359,Itupiranga,BR,-5.1347,-49.3267,77.32,94,84,3.42,broken clouds,79.18,2022-06-15 11:07:26
360,Kholodnyy,RU,62.7167,147.95,50.7,68,40,6.62,scattered clouds,48.67,2022-06-15 11:07:26
361,Abay,KZ,49.6311,72.8539,71.98,44,43,15.3,scattered clouds,70.95,2022-06-15 11:07:26
362,Tomatlan,MX,19.9333,-105.25,78.19,77,99,0.51,overcast clouds,79.32,2022-06-15 11:07:27
363,Yulara,AU,-25.2406,130.9889,64.44,40,49,6.44,scattered clouds,62.46,2022-06-15 11:07:27
364,Moose Factory,CA,51.2585,-80.6094,66.09,59,97,8.48,overcast clouds,65.17,2022-06-15 11:07:27
365,San Borja,BO,-14.8167,-66.85,55.89,92,6,1.97,clear sky,55.49,2022-06-15 11:07:28
366,Cockburn Town,TC,21.4612,-71.1419,81.03,75,2,17.78,clear sky,85.57,2022-06-15 11:07:28
367,Kesova Gora,RU,57.5836,37.2922,57.49,78,95,17.96,overcast clouds,56.61,2022-06-15 11:07:28
368,Peniche,PT,39.3558,-9.3811,75.29,75,96,7.14,overcast clouds,72.77,2022-06-15 11:07:29
369,Hobyo,SO,5.3505,48.5268,85.64,62,50,28.14,scattered clouds,91.11,2022-06-15 11:07:29
370,Urubicha,BO,-15.3833,-62.95,58.91,79,0,1.99,clear sky,58.21,2022-06-15 11:07:29
371,Lazaro Cardenas,MX,17.9583,-102.2,78.31,81,100,5.41,overcast clouds,79.65,2022-06-15 11:08:30
372,Guanare,VE,9.0418,-69.7421,69.55,98,100,1.95,overcast clouds,70.81,2022-06-15 11:08:30
373,Moyale,KE,3.5167,39.0584,80.35,44,81,11.7,broken clouds,80.53,2022-06-15 11:08:30
374,Pilane,BW,-24.45,26.1333,64.38,20,0,9.84,clear sky,61.47,2022-06-15 11:08:31
375,Sisimiut,GL,66.9395,-53.6735,36.43,59,97,8.12,overcast clouds,30.16,2022-06-15 11:08:31
376,Huayang,CN,34.4155,109.9939,79.86,25,17,1.74,few clouds,79.86,2022-06-15 11:08:31
377,Taoudenni,ML,22.6783,-3.9836,104.86,7,0,4.72,clear sky,98.53,2022-06-15 11:08:32
378,Inuvik,CA,68.3499,-133.7218,43.56,62,49,9.46,scattered clouds,38.26,2022-06-15 11:08:32
379,Mantes-La-Ville,FR,48.9737,1.7025,82.65,44,7,6.96,clear sky,80.56,2022-06-15 11:08:32
380,Marsh Harbour,BS,26.5412,-77.0636,79.57,77,80,5.48,broken clouds,79.57,2022-06-15 11:08:33
381,Port Shepstone,ZA,-30.7414,30.455,68.52,38,0,20.89,clear sky,66.87,2022-06-15 11:08:33
382,Jinji,CN,23.2281,110.8261,75.56,98,100,2.01,overcast clouds,77.41,2022-06-15 11:08:33
383,Roura,GF,4.7263,-52.3274,82.96,94,93,1.14,overcast clouds,76.75,2022-06-15 11:08:34
384,Richards Bay,ZA,-28.783,32.0377,63.45,55,96,15.08,overcast clouds,62.08,2022-06-15 11:08:34
385,Kaihua,CN,23.3687,104.28,68.95,88,100,5.46,overcast clouds,69.69,2022-06-15 11:08:34
386,Ivdel,RU,60.6911,60.4206,69.01,50,77,6.31,broken clouds,67.96,2022-06-15 11:08:34
387,Itai,BR,-23.4178,-49.0906,52.59,87,65,6.13,broken clouds,51.64,2022-06-15 11:08:35
388,Abha,SA,18.2164,42.5053,89.85,7,20,18.41,few clouds,85.89,2022-06-15 11:08:35
389,Sheoganj,IN,25.15,73.0667,93.83,45,85,11.27,overcast clouds,99.5,2022-06-15 11:08:35
390,Nedjo,ET,9.5046,35.5019,75.69,58,70,1.77,light rain,75.69,2022-06-15 11:08:36
391,Vila,PT,42.0304,-8.1588,63.48,29,97,3.74,overcast clouds,60.89,2022-06-15 11:08:36
392,La Grande,US,45.3246,-118.0877,44.06,89,3,4.54,clear sky,34.45,2022-06-15 11:04:16
393,Kenai,US,60.5544,-151.2583,50.09,86,0,9.22,clear sky,43.38,2022-06-15 11:08:37
394,Ceres,US,37.5949,-120.9577,66.79,62,0,5.75,clear sky,61.36,2022-06-15 11:08:37
395,Yabelo,ET,4.8833,38.0833,73.49,42,73,3.13,broken clouds,72.52,2022-06-15 11:08:38
396,Slantsy,RU,59.1182,28.0914,54.0,97,100,8.84,light rain,53.65,2022-06-15 11:08:38
397,Isilkul,RU,54.9109,71.2728,68.29,60,88,16.13,light rain,67.64,2022-06-15 11:08:38
398,Fairbanks,US,64.8378,-147.7164,53.6,80,40,8.05,smoke,51.87,2022-06-15 11:05:45
399,Opuwo,NA,-18.0607,13.84,76.75,15,0,9.8,clear sky,74.82,2022-06-15 11:08:39
400,Newport,GB,51.5877,-2.9984,73.69,70,87,4.05,overcast clouds,69.73,2022-06-15 11:07:00
401,Clarence Town,AU,-32.5833,151.7833,57.11,70,0,4.03,clear sky,53.55,2022-06-15 11:08:39
402,Upernavik,GL,72.7868,-56.1549,27.03,65,26,2.59,scattered clouds,27.03,2022-06-15 11:08:39
403,Mugur-Aksy,RU,50.35,90.5,55.06,74,99,3.87,overcast clouds,53.74,2022-06-15 11:08:40
404,Poum,NC,-20.2333,164.0167,77.23,78,1,8.79,clear sky,78.33,2022-06-15 11:08:40
405,Angoche,MZ,-16.2325,39.9086,81.61,56,0,7.43,clear sky,83.23,2022-06-15 11:08:40
406,Havre-Saint-Pierre,CA,50.2334,-63.5986,57.83,68,74,8.08,broken clouds,56.52,2022-06-15 11:08:40
407,Svetlyy,RU,54.675,20.1347,66.25,68,98,12.71,overcast clouds,65.77,2022-06-15 11:08:41
408,Ayagoz,KZ,47.9714,80.4392,76.1,37,87,13.09,overcast clouds,75.15,2022-06-15 11:08:41
409,Preobrazheniye,RU,42.9019,133.9064,53.56,97,100,9.89,overcast clouds,53.19,2022-06-15 11:08:41
410,Alvorada,BR,-12.48,-49.1247,76.37,63,56,8.48,broken clouds,76.68,2022-06-15 11:08:42
411,Xichang,CN,27.8964,102.2634,62.55,93,100,0.92,light rain,62.87,2022-06-15 11:08:42
412,Faya,SA,18.3851,42.4509,90.12,9,23,12.41,few clouds,86.04,2022-06-15 11:08:42
413,Olafsvik,IS,64.8945,-23.7142,48.83,75,99,16.6,overcast clouds,42.76,2022-06-15 11:08:43
414,Yelizovo,RU,53.1873,158.3805,46.11,87,90,8.99,overcast clouds,41.61,2022-06-15 11:08:43
415,Gebre Guracha,ET,9.8,38.4,79.75,15,44,7.85,scattered clouds,79.75,2022-06-15 11:09:43
416,Husavik,IS,66.0449,-17.3389,52.66,71,55,1.39,broken clouds,50.97,2022-06-15 11:09:44
417,Turukhansk,RU,65.8167,87.9833,78.04,37,96,1.68,overcast clouds,77.29,2022-06-15 11:09:44
418,Matagami,CA,49.7502,-77.6328,60.03,74,95,7.49,overcast clouds,59.2,2022-06-15 11:09:44
419,Hami,CN,42.8,93.45,103.05,5,95,6.71,overcast clouds,96.6,2022-06-15 11:09:45
420,Tema,GH,5.667,-0.0166,81.97,71,100,13.18,light rain,86.59,2022-06-15 11:09:45
421,Pisco,PE,-13.7,-76.2167,59.05,77,100,3.44,overcast clouds,58.28,2022-06-15 11:09:45
422,Carbondale,US,37.7273,-89.2168,75.06,87,0,6.91,clear sky,73.81,2022-06-15 11:07:53
423,Kemijarvi,FI,66.7131,27.4306,57.4,86,100,9.13,overcast clouds,56.88,2022-06-15 11:09:46
424,Merrill,US,45.1805,-89.6835,72.37,100,0,4.61,clear sky,72.75,2022-06-15 11:09:46
425,Praia Da Vitoria,PT,38.7333,-27.0667,69.76,94,75,12.59,light intensity drizzle,67.21,2022-06-15 11:09:46
426,Grand Gaube,MU,-20.0064,57.6608,78.39,64,23,8.99,few clouds,78.93,2022-06-15 11:09:47
427,Santarem,BR,-2.4431,-54.7083,73.53,100,40,4.61,scattered clouds,75.27,2022-06-15 11:09:47
428,Chalisgaon,IN,20.4667,75.0167,100.02,26,48,12.57,scattered clouds,100.15,2022-06-15 11:07:09
429,Bilma,NE,18.6853,12.9164,102.38,18,11,3.44,few clouds,99.72,2022-06-15 11:09:47
430,Jishou,CN,28.3167,109.7167,80.87,69,100,2.26,overcast clouds,84.24,2022-06-15 11:09:48
431,Palora,EC,-1.7,-77.9333,58.28,89,16,2.98,few clouds,57.99,2022-06-15 11:09:48
432,Trincomalee,LK,8.5711,81.2335,87.42,68,90,7.31,overcast clouds,97.65,2022-06-15 11:09:48
433,Portel,BR,-1.9356,-50.8211,73.67,95,83,3.27,broken clouds,75.2,2022-06-15 11:09:49
434,Airai,TL,-8.9266,125.4092,58.98,93,55,2.91,broken clouds,58.95,2022-06-15 11:09:49
435,Pokhara,NP,28.2333,83.9833,82.72,58,83,5.95,broken clouds,85.08,2022-06-15 11:09:49
436,Creel,MX,27.75,-107.6333,52.88,86,59,4.05,broken clouds,51.91,2022-06-15 11:09:50
437,Olean,US,42.0776,-78.4297,61.48,77,40,6.91,scattered clouds,58.62,2022-06-15 11:09:50
438,Yevlax,AZ,40.6089,47.1492,91.38,35,40,10.36,scattered clouds,91.02,2022-06-15 11:09:50
439,Vao,NC,-22.6667,167.4833,72.9,82,97,24.47,overcast clouds,73.74,2022-06-15 11:09:51
440,Komsomolskiy,UZ,40.4272,71.7189,88.52,23,39,23.02,light rain,85.26,2022-06-15 11:09:51
441,Bennington,US,42.8781,-73.1968,66.51,87,0,0.0,clear sky,60.44,2022-06-15 11:09:51
442,Biak,ID,-0.9131,122.8766,76.3,84,99,1.59,overcast clouds,77.58,2022-06-15 11:09:51
443,Hokitika,NZ,-42.7167,170.9667,49.86,83,99,9.73,overcast clouds,45.95,2022-06-15 11:09:52
444,Maralal,KE,1.0968,36.698,76.46,34,6,7.11,clear sky,75.4,2022-06-15 11:09:52
445,Laguna,US,38.421,-121.4238,67.08,60,0,5.75,clear sky,59.63,2022-06-15 11:09:53
446,Kango,GA,0.1943,10.0951,87.69,56,28,1.99,scattered clouds,92.8,2022-06-15 11:09:53
447,Clyde River,CA,70.4692,-68.5914,35.17,91,95,6.24,overcast clouds,29.82,2022-06-15 11:09:53
448,Axim,GH,4.8699,-2.2405,79.66,79,99,12.97,light rain,79.66,2022-06-15 11:09:53
449,Rio Grande,BR,-32.035,-52.0986,39.31,82,0,3.27,light rain,37.27,2022-06-15 11:09:54
450,Turmalina,BR,-17.2856,-42.73,58.59,81,100,3.22,overcast clouds,57.96,2022-06-15 11:09:54
451,Xuddur,SO,4.1213,43.8894,89.76,31,0,21.07,clear sky,87.87,2022-06-15 11:09:54
452,Turkistan,KZ,43.0,68.0,100.29,12,64,8.99,broken clouds,95.41,2022-06-15 11:09:55
453,Condoto,CO,5.0935,-76.6497,71.28,98,100,0.81,overcast clouds,72.72,2022-06-15 11:09:55
454,Aykhal,RU,66.0,111.5,70.16,36,85,6.55,overcast clouds,68.58,2022-06-15 11:09:55
455,Wabag,PG,-5.4781,143.7021,53.37,99,76,1.61,broken clouds,53.06,2022-06-15 11:09:56
456,Half Moon Bay,US,37.4636,-122.4286,61.11,79,0,8.05,clear sky,53.2,2022-06-15 11:09:56
457,Arauco,CL,-37.2463,-73.3175,48.9,93,51,3.11,broken clouds,48.33,2022-06-15 11:07:04
458,Codrington,AU,-38.2667,141.9667,55.44,90,95,16.89,overcast clouds,54.91,2022-06-15 11:09:56
459,Bubaque,GW,11.2833,-15.8333,79.93,80,89,12.73,overcast clouds,79.93,2022-06-15 11:09:57
460,Kafanchan,NG,9.5833,8.3,83.34,59,51,5.03,light rain,86.22,2022-06-15 11:08:11
461,South Lake Tahoe,US,38.9332,-119.9844,48.06,58,0,3.44,clear sky,38.75,2022-06-15 11:09:57
462,Skibbereen,IE,51.55,-9.2667,60.12,65,100,9.78,overcast clouds,58.87,2022-06-15 11:09:57
463,North Bend,US,43.4065,-124.2243,48.11,97,0,3.44,clear sky,45.54,2022-06-15 11:09:58
464,Ixtapa,MX,20.7,-105.2,80.22,94,100,3.44,overcast clouds,77.97,2022-06-15 11:10:58
465,Kizema,RU,61.113,44.8302,72.25,74,100,8.32,light rain,72.64,2022-06-15 11:10:58
466,Boca Do Acre,BR,-8.7522,-67.3978,66.4,93,67,0.83,broken clouds,67.1,2022-06-15 11:10:59
467,Apodaca,MX,25.7667,-100.2,76.33,73,100,13.8,overcast clouds,76.62,2022-06-15 11:06:46
468,Ostersund,SE,63.1792,14.6357,55.85,71,0,13.8,clear sky,54.46,2022-06-15 11:10:59
469,Tabuk,PH,17.4189,121.4443,78.76,87,96,2.8,overcast clouds,78.76,2022-06-15 11:11:00
470,Waipawa,NZ,-41.4122,175.5153,48.51,73,27,2.19,scattered clouds,48.51,2022-06-15 11:11:00
471,Benjamin Hill,MX,30.1667,-111.1,75.49,48,0,5.55,clear sky,74.98,2022-06-15 11:11:00
472,Boa Vista,BR,2.8197,-60.6733,75.18,88,75,4.61,broken clouds,76.53,2022-06-15 11:11:01
473,Bharatpur,IN,27.2167,77.4833,108.16,21,57,12.75,broken clouds,109.85,2022-06-15 11:11:01
474,Rundu,NA,-17.9333,19.7667,81.79,16,0,3.06,clear sky,79.57,2022-06-15 11:11:01
475,Bulancak,TR,40.9372,38.2291,76.82,73,40,9.22,scattered clouds,77.63,2022-06-15 11:11:01
476,Two Hills,CA,53.7169,-111.7518,52.86,93,100,26.64,light rain,52.21,2022-06-15 11:10:26
477,Sao Joao Do Piaui,BR,-8.3581,-42.2467,77.86,60,41,11.3,scattered clouds,78.17,2022-06-15 11:11:02
478,Ocos,GT,14.5094,-92.1933,73.58,84,100,2.57,overcast clouds,74.59,2022-06-15 11:11:02
479,Kuryk,KZ,43.2,51.65,88.12,34,61,10.69,broken clouds,86.63,2022-06-15 11:11:03
480,Tessalit,ML,20.1986,1.0114,104.38,14,75,19.37,broken clouds,100.44,2022-06-15 11:11:03
481,Vardo,NO,70.3705,31.1107,46.38,76,100,11.5,overcast clouds,41.04,2022-06-15 11:11:03
482,Jinchang,CN,38.4953,102.1739,90.32,4,3,8.68,clear sky,86.47,2022-06-15 11:11:04
483,Maksatikha,RU,57.797,35.8825,53.78,81,100,13.18,overcast clouds,52.66,2022-06-15 11:11:04
484,Sibolga,ID,1.7427,98.7792,79.77,76,91,0.98,overcast clouds,79.77,2022-06-15 11:11:04
485,Tamugan,PH,7.2308,125.3764,78.24,92,55,1.12,broken clouds,80.1,2022-06-15 11:11:05
486,Port-Gentil,GA,-0.7193,8.7815,76.75,78,5,16.33,clear sky,77.79,2022-06-15 11:11:05
